,title,countries_distinct_count,institutions_distinct_count,cited_by_count,publication_year,id,num_authors,total_author_domain_count,mean_author_domain_count,max_author_domain_count,total_author_field_count,mean_author_field_count,max_author_field_count,total_author_subfield_count,mean_author_subfield_count,max_author_subfield_count
37,Parametric Modeling of Microwave Components Based on Semi-Supervised Learning,2,2,9,2019,https://openalex.org/W2921246386,6,4,2.0,4,15,6.166666666666667,9,38,12.833333333333334,17
38,Health Diagnosis Expert Advisory System on Trained Data Sets for Hyperthyroid,0,0,5,2014,https://openalex.org/W2153141330,4,4,2.5,3,14,5.25,8,31,9.75,15
39,PVDaCS: a prototype knowledge-based expert system for certification of spacecraft data,1,0,0,1989,https://openalex.org/W2059193999,3,4,2.6666666666666665,4,13,5.666666666666667,11,27,9.666666666666666,17
40,Too trivial to test? An inverse view on defect prediction to identify methods with low fault risk,1,2,4,2019,https://openalex.org/W2899376869,3,3,2.0,3,7,4.0,7,18,8.666666666666666,16
41,Literature Survey on Secure Multiparty Anonymous Data Sharing,1,0,0,2015,https://openalex.org/W2734783926,3,3,2.0,3,7,3.0,6,10,4.0,9
42,Highly Reliable and Efficient Three-Layer Cloud Dispatching Architecture in the Heterogeneous Cloud Computing Environment †,1,2,6,2018,https://openalex.org/W2884200579,4,4,2.75,4,11,6.25,8,36,12.5,16
43,VERTIGØ: Visualisation of Rolling Horizon Evolutionary Algorithms in GVGAI,1,1,3,2018,https://openalex.org/W2902987394,3,3,2.6666666666666665,3,8,5.333333333333333,6,16,10.0,11
44,SDN-Based Middlebox Management Framework in Integrated Wired and Wireless Networks,0,0,7,2014,https://openalex.org/W2035591326,7,4,2.0,4,12,4.428571428571429,9,44,9.285714285714286,20
45,Review Over Hole Healing Techniques in Wireless Sensor Networks,1,1,0,2016,https://openalex.org/W2314930765,2,4,2.5,4,7,4.0,7,17,9.0,17
46,A Fully Secure Revocable ID-Based Encryption in the Standard Model,2,2,19,2012,https://openalex.org/W2101205738,3,2,1.3333333333333333,2,9,5.333333333333333,8,26,12.0,17
47,Proximity-based sentiment analysis,1,2,12,2011,https://openalex.org/W2079018725,2,4,4.0,4,9,6.5,8,19,12.5,13
48,Partial Derivative Guidance for Weak Classifier Mining in Pedestrian Detection,1,1,0,2011,https://openalex.org/W1967549510,4,4,2.75,3,12,5.5,8,38,13.75,16
49,Direction-of-arrival of strictly non-circular sources based on weighted mixed-norm minimization,1,3,4,2018,https://openalex.org/W2891061861,4,4,2.0,3,11,4.25,6,26,11.0,17
50,An Effective Control Report Based Security Countermeasure against the Joint Attacks of False Report Injection Attack and Selective Forwarding Attack,1,1,0,2012,https://openalex.org/W2084557033,2,4,4.0,4,9,6.5,7,22,12.0,12
51,Adaptive Robot Speed Control Considering Map and Motion Uncertainties in Unknown Environments,1,1,3,2006,https://openalex.org/W2321625925,3,2,1.3333333333333333,2,7,4.333333333333333,6,18,9.666666666666666,15
52,Architecture and Methods for Innovative Heterogeneous Wireless Sensor Network Applications,2,2,37,2012,https://openalex.org/W2084990575,3,2,1.3333333333333333,2,6,4.0,5,18,9.666666666666666,13
53,Case-Based FCTF Reasoning System,2,3,6,2015,https://openalex.org/W2158601124,4,4,2.5,4,13,5.75,8,27,9.25,12
54,"Structure-Based Design, Synthesis, and Biological Evaluation of Non-Acyl Sulfamate Inhibitors of the Adenylate-Forming Enzyme MenE",1,3,4,2019,https://openalex.org/W2924162091,7,4,2.857142857142857,4,15,6.714285714285714,9,52,13.857142857142858,20
55,Effect of Driver's Head Tilt Strategy on Motion Sickness Incidence,1,1,28,2010,https://openalex.org/W2057370940,5,4,3.0,4,7,4.2,7,26,8.8,20
56,"Analytical results and sample locality map of stream-sediment and heavy-mineral-concentrate samples from the Moses and Dennison Peak Roadless Areas, Tulare County, California",0,0,0,1984,https://openalex.org/W1587501316,4,4,3.0,4,14,7.75,10,37,14.5,21
57,System on Programable Chip for Performance Estimation of Loom Machine,0,0,0,2012,https://openalex.org/W2962730873,4,4,2.5,4,11,4.75,8,33,13.5,18
58,A scalable wireless virtual LAN,0,0,1,1996,https://openalex.org/W1999357077,3,4,2.3333333333333335,4,13,5.666666666666667,11,29,11.666666666666666,17
59,PEDAGOGICAL CONDITIONS OF INCREASE QUALITIES OF VOCAL AND CHORAL WORK IN THE PROCESS OF TEACHING STUDENTS,0,0,0,2010,https://openalex.org/W4301768166,1,1,1.0,1,1,1.0,1,1,1.0,1
60,Pengembangan desain sarana pengembalian buku di ruang baca perpustakaan Kota Yogyakarta,1,1,0,2017,https://openalex.org/W2784099200,3,2,1.3333333333333333,2,6,2.6666666666666665,4,11,4.333333333333333,8
61,Evidencing How Experience and Problem Format Affect Probabilistic Reasoning Through Interaction Analysis,1,1,7,2019,https://openalex.org/W2954356115,4,4,4.0,4,15,8.0,10,45,16.5,20
62,"AIRBORNE LIGHT DETECTION AND RANGING (LIDAR) DERIVED DEFORMATION FROM THE MW 6.0 24 AUGUST, 2014 SOUTH NAPA EARTHQUAKE ESTIMATED BY TWO AND THREE DIMENSIONAL POINT CLOUD CHANGE DETECTION TECHNIQUES",1,2,2,2016,https://openalex.org/W4246789218,5,1,1.0,1,1,1.0,1,1,1.0,1
63,Clock Synchronization for Multi-Static Radar Under Non-Line-of-Sight System Using Robust Least M-Estimation,0,0,0,2012,https://openalex.org/W2054837972,6,4,2.0,3,12,3.6666666666666665,7,36,8.5,16
64,Fast Edge Preserving 2D Smoothing Filter Using Indicator Function,1,1,4,2019,https://openalex.org/W2978930127,2,2,1.5,2,5,3.5,4,20,10.5,17
65,Automatic Construction of Program Transformation Templates,1,1,2,2008,https://openalex.org/W2124148464,3,4,3.0,3,12,6.333333333333333,8,33,13.666666666666666,20
66,An abstract Nyquist criterion containing old and new results,1,1,11,2010,https://openalex.org/W2023828901,1,2,2.0,2,5,5.0,5,10,10.0,10
67,"HQSAR: A New, Highly Predictive QSAR Technique",2,0,32,1997,https://openalex.org/W2918441891,2,2,2.0,2,4,3.0,3,7,4.0,5
68,(Preliminary) Guide to dicussion groups &amp; lists for LIS researchers,1,3,0,2013,https://openalex.org/W1502943338,4,4,2.75,4,12,5.25,8,22,8.25,13
69,Common-sense reasoning for human action recognition,2,3,20,2013,https://openalex.org/W2000545227,3,4,3.0,4,12,6.0,8,30,13.0,16
70,On mixing digraphs of nonlinear substitutions for binary shift registers,0,0,0,2018,https://openalex.org/W2912371101,1,2,2.0,2,6,6.0,6,11,11.0,11
71,An efficient context-free parser for augmented phrase-structure grammars,1,2,1,1987,https://openalex.org/W2003326495,4,3,1.75,2,9,3.75,7,20,6.25,16
72,CONSTRAINT PROGRAMMING AND UNIVERSITY TIMETABLING,1,1,0,2012,https://openalex.org/W2136400698,2,3,2.0,3,7,4.5,7,9,5.0,8
73,The POSTGRES next generation database management system,1,1,406,1991,https://openalex.org/W2086906616,2,2,1.5,2,4,2.5,4,12,6.5,12
74,A Study of the Influences that Visons have on School Life,0,0,2,2014,https://openalex.org/W2625035307,2,3,3.0,3,9,7.0,7,13,8.0,9
75,Performance analysis of ANC based MIMO cooperative relaying network over Nakagami-m fading channel,2,2,1,2012,https://openalex.org/W2540942689,3,4,3.3333333333333335,4,13,6.666666666666667,8,33,14.666666666666666,15
76,Kernel Density Estimation Based Multiphase Fuzzy Region Competition Method for Texture Image Segmentation,1,1,25,2010,https://openalex.org/W2160722640,2,4,3.0,3,13,9.0,10,27,17.0,17
77,Temporal Anchoring of Events for the TimeBank Corpus,1,1,24,2016,https://openalex.org/W2509285521,3,4,2.6666666666666665,4,9,4.333333333333333,6,26,10.0,16
78,Research Trends in the Field of Organization and HRM of Local Governments: Focusing on the Articles Published in the Korean Local Government Studies (1989-2017),0,0,2,2018,https://openalex.org/W2796379625,3,4,2.6666666666666665,3,12,5.666666666666667,9,28,10.0,18
79,Distillation of single-mode-squeezed entangled state in presence of strong squeezing,1,1,3,2019,https://openalex.org/W2952497632,2,2,1.5,2,11,8.5,9,26,16.0,19
80,Assessing Metaheuristics by Means of Random Benchmarks,1,1,2,2016,https://openalex.org/W2498958731,3,3,2.3333333333333335,3,10,5.333333333333333,9,21,10.0,16
81,Pedagogical Management of Learning Activities of Students in the Electronic Educational Environment of the University: A Differentiated Approach,1,1,6,2015,https://openalex.org/W2171767267,1,3,3.0,3,5,5.0,5,10,10.0,10
82,Formal Component-Based Semantics,1,2,5,2011,https://openalex.org/W2150595070,3,2,1.6666666666666667,2,3,2.3333333333333335,3,12,7.666666666666667,11
83,Where is the Bot in our Team? Toward a Taxonomy of Design Option Combinations for Conversational Agents in Collaborative Work,2,3,37,2019,https://openalex.org/W2928158432,3,3,2.3333333333333335,3,8,6.333333333333333,8,24,16.0,18
84,Special Issue on Latest Developments in Intelligent and Evolutionary Systems,0,0,0,2013,https://openalex.org/W2595291794,3,4,3.0,4,14,8.0,10,46,18.666666666666668,21
85,On a class of nonsmooth fractional robust multi-objective optimization problems. Part I: Optimality conditions,2,2,0,2020,https://openalex.org/W4230078921,3,4,2.3333333333333335,3,12,6.0,9,32,12.0,23
86,Introduction to the Special Issue for the 10th International Conference on Quality Software (QSIC 2010),3,2,1,2011,https://openalex.org/W2032641505,3,4,3.0,3,11,6.0,7,32,15.333333333333334,20
87,"Publisher’s Note: “Femtosecond inverse Faraday effect in magnetic ionic liquid [bmim]FeCl4” [J. Appl. Phys. <b>109</b>, 073109 (2011)]",1,2,0,2011,https://openalex.org/W2035284885,6,3,2.3333333333333335,3,12,6.833333333333333,10,38,12.833333333333334,19
88,Unsupervised Cross-Lingual Part-of-Speech Tagging for Truly Low-Resource Scenarios,1,1,15,2020,https://openalex.org/W3098744621,3,4,3.3333333333333335,4,12,7.0,9,30,12.333333333333334,16
89,Removable Circuits in Multigraphs,2,2,25,1997,https://openalex.org/W2051894196,3,3,2.6666666666666665,3,11,7.333333333333333,8,28,14.0,16
90,REDEN: Named Entity Linking in Digital Literary Editions Using Linked Data Sets,2,5,28,2016,https://openalex.org/W2504998667,3,4,3.3333333333333335,4,12,7.0,8,34,15.666666666666666,17
91,Practical privacy-aware opportunistic networking,1,1,1,2011,https://openalex.org/W1513124226,2,4,3.0,4,8,6.0,8,15,10.0,15
92,A Data-driven Approach for Noise Reduction in Distantly Supervised Biomedical Relation Extraction,1,1,6,2020,https://openalex.org/W3037311497,4,4,3.0,4,6,3.25,4,9,3.75,5
93,Parallel ADR detection based on spark and BCPNN,1,2,5,2019,https://openalex.org/W2907470612,5,4,3.8,4,17,8.0,9,54,17.0,22
94,A Twitter Sentiment Analysis Model for Measuring Security and Educational Challenges: A Case Study in Saudi Arabia,2,2,4,2018,https://openalex.org/W2790313168,3,3,2.3333333333333335,3,8,4.333333333333333,6,20,8.333333333333334,14
95,MePRiSIA: Risk Prevention Methodology for Academic Information Systems,1,2,2,2018,https://openalex.org/W2914204064,2,2,1.5,2,4,2.5,4,8,4.5,8
96,Ant Colony Optimization Computing Resource Allocation Algorithm Based on Cloud Computing Environment,1,1,7,2016,https://openalex.org/W2326637265,1,3,3.0,3,5,5.0,5,15,15.0,15
97,G-Optimal Design with Laplacian Regularization,1,2,14,2010,https://openalex.org/W1485810016,6,4,3.1666666666666665,4,17,8.0,10,51,16.0,20
98,"'Hallo hoe gaan dit, wat maak jy?': Phatic communication, the mobile phone and coping strategies in a South African context",0,0,2,2015,https://openalex.org/W2966703363,1,2,2.0,2,3,3.0,3,5,5.0,5
99,Spiritual Development Across The Curriculum In Educational Systems,1,1,0,2017,https://openalex.org/W2620680321,1,1,1.0,1,1,1.0,1,1,1.0,1
0,ROS Interface for DENSO Robot,1,1,0,2017,https://openalex.org/W2625263044,1,1,1.0,1,1,1.0,1,2,2.0,2
1,Effectiveness of the AngoLingo Mobile Game Technology in English Language Learning in Adamson University Basic Education Department,1,1,1,2017,https://openalex.org/W2746539130,5,1,1.0,1,1,1.0,1,1,1.0,1
2,Image restoration by regularisation in uncorrelated transform domain,1,1,1,2000,https://openalex.org/W1995178612,3,4,2.3333333333333335,3,10,5.0,6,27,12.0,15
3,Spectral Graph Wavelet Theory with Statistical Features for Face Recognition,0,0,0,2015,https://openalex.org/W3205332098,2,3,2.0,3,3,2.0,3,5,3.0,5
4,Study on establishment of Body of Knowledge of Taiwan's Traditional Wooden Structure Technology,1,2,0,2015,https://openalex.org/W2214525376,4,3,2.25,3,9,4.5,9,25,8.5,21
5,Power minimization for OFDM modulated two-way amplify-and-forward relay wireless sensor networks,1,1,3,2017,https://openalex.org/W2605699111,3,4,2.6666666666666665,4,13,6.333333333333333,9,27,12.666666666666666,13
6,Advanced Mathematics Teaching Reform based Computer Technology,1,1,0,2016,https://openalex.org/W2344342274,1,1,1.0,1,2,2.0,2,3,3.0,3
7,INTERNET OF THINGS: SECURITY ATTACKS AND SOLUTIONS,1,2,0,2018,https://openalex.org/W4255329318,1,1,1.0,1,1,1.0,1,1,1.0,1
8,Authentication and Key Agreement in 3GPP Networks,1,1,3,2015,https://openalex.org/W2333202695,1,4,4.0,4,8,8.0,8,20,20.0,20
9,Influence of Learning Model Type Cooperative Scramble with Picture Media on Motivation and Student’s Learning Outcomes of IPS Class 2 SDN 2 Tropodo,1,1,0,2019,https://openalex.org/W2954888756,3,4,2.6666666666666665,4,11,5.333333333333333,8,20,8.666666666666666,13
10,A Java graphical user interface for large-scale scientific computations in distributed systems,1,1,0,2000,https://openalex.org/W2126434046,5,4,3.0,4,15,7.0,8,41,14.2,17
11,A Collaborative Learning Framework for Estimating Many Individualized Regression Models in a Heterogeneous Population,1,4,25,2018,https://openalex.org/W2772710919,6,4,3.6666666666666665,4,19,8.333333333333334,10,60,17.666666666666668,22
12,An Investigation on the Impact of Weather Modelling on Various MANET Routing Protocols,0,0,3,2015,https://openalex.org/W1610692778,4,3,2.0,3,10,4.5,10,30,9.5,18
13,Alternating multiple tributaries + deltas,1,2,5,2008,https://openalex.org/W2124140801,5,3,2.0,3,9,4.0,8,27,10.4,16
14,Violator spaces vs closure spaces,1,2,4,2019,https://openalex.org/W2963514383,2,3,3.0,3,6,5.5,6,20,12.5,13
15,Reachability resolution for discrete‐time hybrid systems with application to automated test generation for Simulink/Stateflow,1,1,1,2017,https://openalex.org/W2591599512,2,4,3.0,4,13,8.5,10,31,17.5,18
16,The study of digital participation in culture. Towards an analytical proposal for the Cuban scenario.,0,0,0,2018,https://openalex.org/W3212218844,1,2,2.0,2,4,4.0,4,6,6.0,6
17,3D EXIT Charts for Analyzing the 5G 3GPP New Radio LDPC Decoder,1,2,5,2020,https://openalex.org/W3094383123,4,3,1.5,2,7,3.25,6,19,8.75,15
18,Image Retrieval Based on Structured Local Binary Kirsch Pattern,1,2,8,2013,https://openalex.org/W2012849652,5,3,1.4,2,10,4.2,7,28,9.8,18
19,TopicMF: Simultaneously Exploiting Ratings and Reviews for Recommendation,1,1,198,2014,https://openalex.org/W39762900,3,4,3.3333333333333335,4,13,7.333333333333333,9,34,14.333333333333334,17
20,An identity encryption cloud scheme based on SMTP using advanced blow fish algorithm,1,1,1,2017,https://openalex.org/W2794887833,2,4,2.5,4,8,5.0,8,17,10.0,14
21,"Robust Visual Feedback Control for Robotic Manipulator Based on Adaptive H∞, Control",1,2,0,1999,https://openalex.org/W2312552313,2,4,3.0,3,8,6.0,7,23,13.5,16
22,Hate speech detection: A solved problem? The challenging case of long tail on Twitter,2,2,178,2019,https://openalex.org/W2963790884,2,4,4.0,4,12,9.0,11,25,15.5,20
23,Improving Malware Detection Classification Accuracy with Feature Selection Methods and Ensemble-based Machine Learning Methods,0,0,1,2019,https://openalex.org/W4233213551,2,2,2.0,2,3,2.5,3,4,2.5,3
24,FINANCING OF FINANCIAL STATEMENTS USING COMPUTER APPLICATION (STUDY ON COOPERATION IN KLATEN),1,1,0,2018,https://openalex.org/W2906606196,3,2,2.0,2,6,4.333333333333333,5,16,8.666666666666666,13
25,On the k-metric dimension of metric spaces,2,2,25,2018,https://openalex.org/W2962759531,2,3,2.5,3,11,7.5,8,19,11.5,14
26,A Genetic Algorithm for Constructing Broadcast Trees with Cost and Delay Constraints in Computer Networks,1,1,0,2015,https://openalex.org/W2322679423,2,3,2.5,3,8,5.5,8,15,9.5,14
27,Compositional Characterization of Observable Program Properties,0,0,2,1990,https://openalex.org/W2127635679,3,4,2.0,3,10,4.666666666666667,5,25,12.333333333333334,14
28,Dimension Measurement and Key Point Detection of Boxes through Laser-Triangulation and Deep Learning-Based Techniques,1,2,4,2019,https://openalex.org/W2995519351,4,4,3.0,4,14,7.0,9,36,13.25,16
29,Dimensionally Hierarchical parallel Processor for Realtime Geometry Processing,1,1,0,2004,https://openalex.org/W2647906774,2,4,3.0,3,6,4.5,5,19,13.5,14
30,"IEEE Transactions on Audio, Speech, and Language Processing Edics",0,0,0,2013,https://openalex.org/W4248799156,0,0,0.0,0,0,0.0,0,0,0.0,0
31,Teaching Modern Production and Songwriting Techniques: What Makes a Hit Song?,1,1,4,2013,https://openalex.org/W2595981038,1,2,2.0,2,2,2.0,2,2,2.0,2
32,A New Approach of Feature Combination for Object Detection in Saliency-based Visual Attention,1,2,2,2013,https://openalex.org/W2108300726,3,4,3.0,4,10,5.333333333333333,8,22,11.0,16
33,Competition between Commercial Open Source Software Firms under the GNU General Public License,1,1,1,2013,https://openalex.org/W2186888265,1,3,3.0,3,5,5.0,5,7,7.0,7
34,Integrity Monitoring for Bluetooth Low Energy Beacons RSSI Based Indoor Positioning,1,2,14,2020,https://openalex.org/W3100128517,5,4,3.2,4,19,7.6,10,50,13.6,18
35,A Duality in Proof Systems for Recursive Type Equality and for Bisimulation Equivalence on Cyclic Term Graphs,1,1,1,2007,https://openalex.org/W2100364534,1,1,1.0,1,3,3.0,3,5,5.0,5
36,Arithmetic Progression Graphs,1,1,1,2014,https://openalex.org/W2101892869,3,4,2.6666666666666665,4,11,5.666666666666667,8,22,9.666666666666666,12
37,Optimal Locally Repairable Codes of Distance 3 and 4 via Cyclic Codes,3,3,92,2019,https://openalex.org/W2963911258,3,4,2.6666666666666665,4,11,6.0,8,31,14.666666666666666,16
38,Feature Selection for the Classification of Longitudinal Human Ageing Data,1,1,7,2017,https://openalex.org/W2774470613,2,4,2.5,3,5,3.0,4,12,7.0,11
39,Non Recognizable Pattern,1,1,0,2016,https://openalex.org/W2602804728,1,2,2.0,2,3,3.0,3,5,5.0,5
40,Knowledge-enhanced document embeddings for text classification,3,4,84,2019,https://openalex.org/W2897065501,5,4,3.0,4,14,6.8,8,37,12.4,16
41,Ant colony optimization as a descriptor selection in QSPR modeling: Estimation of the λ max of anthraquinones-based dyes,1,1,4,2016,https://openalex.org/W2071142788,3,3,2.0,3,10,5.666666666666667,10,17,8.666666666666666,16
42,A degenerate pseudo-parabolic equation with memory,2,3,0,2019,https://openalex.org/W2946508680,4,4,2.0,3,14,6.75,9,26,12.75,16
43,"Neuro-Fuzzy Model based Electrical Load Forecasting System: Hourly, Daily, and Weekly Forecasting",0,0,8,2004,https://openalex.org/W1615312248,2,4,2.5,4,9,5.5,9,16,8.5,15
44,Evaluation of low ratio single grid : Processing II,0,0,0,1996,https://openalex.org/W4237975875,8,1,1.0,1,1,1.0,1,1,1.0,1
45,A functional LR parser,0,0,7,1992,https://openalex.org/W1968998060,3,4,2.6666666666666665,3,10,5.0,8,23,10.666666666666666,20
46,File popularity characterisation,1,2,24,2000,https://openalex.org/W1965515011,3,4,3.0,4,10,5.666666666666667,8,26,10.333333333333334,15
47,Automatic Question Paper Generator System,1,1,9,2017,https://openalex.org/W2616372970,3,4,2.0,4,5,2.3333333333333335,5,12,4.666666666666667,12
48,Context logic and tree update,1,2,6,2005,https://openalex.org/W3004968422,3,1,1.0,1,1,1.0,1,2,1.6666666666666667,2
49,Uncertainty-Aware Model for Reliable Prediction of Sepsis in the ICU,1,1,2,2019,https://openalex.org/W4235301154,5,4,3.6,4,15,7.6,10,55,16.6,19
50,THE USE OF INFORMATION-EDUCATIONAL ENVIRONMENT OF REMOTE TRAINING OF STUDENTS OF HIGHER EDUCATION INSTITUTIONS,1,2,0,2019,https://openalex.org/W4285781204,3,1,1.0,1,1,1.0,1,1,1.0,1
51,A New Breed of Educational Leadership Faculty Members,1,1,1,1998,https://openalex.org/W335537288,2,3,2.5,3,6,4.5,5,17,11.0,12
52,A Build of the Sensor Network for an Environmental Observation in the Toyama Bay : The Proposal of a System and a Trial Production of a Node Buoy,0,0,0,2010,https://openalex.org/W2579849594,3,3,1.6666666666666667,2,6,3.0,5,19,7.333333333333333,14
53,Adaptive Equalization using PDP Matching Algorithms for Underwater Communication Channels with Impulsive Noise,0,0,2,2011,https://openalex.org/W2072406348,1,3,3.0,3,8,8.0,8,19,19.0,19
54,Erdős distance problems in normed spaces,0,0,27,1996,https://openalex.org/W2018107997,1,1,1.0,1,4,4.0,4,16,16.0,16
55,Redes baseadas em projeções aleatórias para predição não-linear de séries temporais caóticas,1,1,0,2013,https://openalex.org/W2073930449,2,4,3.0,3,9,5.5,6,16,8.5,10
56,Counseling the computer science major,1,1,2,1988,https://openalex.org/W1974341702,1,1,1.0,1,1,1.0,1,1,1.0,1
57,"Using Voting Approach for Event Extraction and Event-DCT, Event-Time Relation Identification",1,2,0,2013,https://openalex.org/W2332757615,3,4,2.6666666666666665,4,9,4.333333333333333,6,20,8.0,12
58,A Free Navigation of an AGV to a Non-Static Target with Obstacle Avoidance,1,1,16,2019,https://openalex.org/W2911583451,5,4,2.4,4,10,5.4,8,24,11.4,16
59,Analysis and Prediction of Power Consumption Pattern Using Spatiotemporal Data Mining Techniques in GIS-AMR System,0,0,0,2009,https://openalex.org/W2025500484,4,4,2.75,4,14,6.25,10,40,13.5,21
60,Modal Constructions in Sociological Arguments,1,1,2,2009,https://openalex.org/W1547731011,3,4,2.6666666666666665,3,15,8.666666666666666,13,36,18.0,20
61,the Application of Classroom Management in English Language Teaching to Increase Students’ Speaking Ability at Tenth Grade of SMK Trisakti Bandar Lampung,0,0,1,2018,https://openalex.org/W2790026681,1,4,4.0,4,8,8.0,8,17,17.0,17
62,Retroactive auditing,0,0,3,2011,https://openalex.org/W2295923740,3,4,2.6666666666666665,4,15,6.666666666666667,11,26,12.0,16
63,The future of anatomic pathology: deus ex machina?,0,0,3,2019,https://openalex.org/W2922040474,2,3,2.0,3,6,3.5,6,16,8.5,16
64,Informational Energy and Its Application in Testing Normality,1,1,3,2015,https://openalex.org/W2276542565,2,3,2.5,3,9,6.5,7,14,9.0,9
65,A management system for monitoring and assessing the group-oriented database project,1,1,4,1987,https://openalex.org/W2048731069,1,2,2.0,2,5,5.0,5,10,10.0,10
66,Cryptanalysis of an Efficient Secret Handshakes Scheme with Unlinkability,1,1,5,2011,https://openalex.org/W2021267336,1,3,3.0,3,6,6.0,6,12,12.0,12
67,On local super antimagic face coloring of plane graphs,1,2,1,2019,https://openalex.org/W2939333785,6,3,2.3333333333333335,3,11,5.666666666666667,10,24,8.833333333333334,17
68,A Novel Approach of Speech Recognition Using System Identification,0,0,0,2019,https://openalex.org/W3043717367,1,1,1.0,1,1,1.0,1,1,1.0,1
69,Automatic parallelization of APL-style programs,1,1,12,1990,https://openalex.org/W1993497557,1,2,2.0,2,4,4.0,4,10,10.0,10
70,Introducing PubWeb™,0,0,1,2004,https://openalex.org/W2322705115,2,4,3.5,4,12,7.5,12,21,12.0,21
71,Automatic Text Summarization for Indonesian Language Using TextTeaser,0,0,0,2016,https://openalex.org/W4234382141,4,2,1.25,2,3,1.5,2,3,1.5,2
72,Diagnosis of student learning difficulties on learner development studies,1,1,2,2017,https://openalex.org/W2609660264,1,4,4.0,4,5,5.0,5,8,8.0,8
73,CONGRUENCES ON MAXIMAL PARTIAL CLONES AND STRONG REGULAR VARIETIES GENERATED BY PREPRIMAL PARTIAL ALGEBRAS II,0,0,0,1991,https://openalex.org/W3143671995,2,3,2.5,3,11,8.0,8,25,17.0,18
74,Peer prediction without a common prior,2,2,100,2012,https://openalex.org/W2138524027,2,2,2.0,2,8,6.0,8,17,11.0,15
75,THE COMPARISONS OF OCR TOOLS: A CONVERSION CASE IN THE MALAYSIAN HANSARD CORPUS DEVELOPMENT,0,0,2,2019,https://openalex.org/W3003523497,4,4,3.25,4,13,5.25,10,30,9.25,20
76,An Accurate Revelation of the Similarity between Clusters,1,0,0,2013,https://openalex.org/W2098200461,2,3,2.0,3,4,2.5,4,9,5.0,9
77,"Edge Colorings of K(m,n) with m+n-1 Colors Which Forbid Rainbow Cycles",0,0,0,2017,https://openalex.org/W2583929849,2,4,3.5,4,15,9.5,10,32,17.5,18
78,DEVELOPMENT OF THE METHOD OF INDIRECT STEGANOGRAPHIC DATA HIDING IN THE CONTAINER IMAGE CONTOUR,1,1,0,2018,https://openalex.org/W2905154951,4,4,2.0,4,9,3.5,9,21,7.0,21
79,PEMBELAJARAN MATEMATIKA DI SEKOLAH DASAR BERBASIS KETERAMPILAN BERPIKIR SEBAGAI ALTERNATIF IMPLEMENTASI KBK,1,1,0,2018,https://openalex.org/W2910461518,2,2,1.5,2,2,1.5,2,2,1.5,2
80,A quadratically convergent algorithm for inverse eigenvalue problems with multiple eigenvalues,1,1,8,2018,https://openalex.org/W2791144565,1,2,2.0,2,5,5.0,5,5,5.0,5
81,"A Generalisation of Stationary Distributions, and Probabilistic Program Algebra",1,1,4,2001,https://openalex.org/W1992262483,1,3,3.0,3,6,6.0,6,11,11.0,11
82,1A1-B02 A Wearable Device Using Hanger Reflex,1,1,0,2009,https://openalex.org/W2648088642,3,4,2.6666666666666665,4,9,5.0,9,21,8.333333333333334,18
83,Asymptotic Behavior of Inexact Infinite Products of Nonexpansive Mappings in Metric Spaces,1,1,6,2013,https://openalex.org/W2036602276,2,2,1.5,2,6,5.0,6,14,11.0,12
84,ICC++—a C++ dialect for high performance parallel computing,1,1,5,1996,https://openalex.org/W2077789307,1,3,3.0,3,6,6.0,6,10,10.0,10
85,Configurable Transmitter and Systolic Channel Estimator Architectures for Data-Dependent Superimposed Training Communications Systems,1,2,0,2012,https://openalex.org/W2089532779,4,3,1.5,2,6,3.25,4,18,8.25,10
86,How to beat the serials crisis,0,0,1,2005,https://openalex.org/W2091115630,1,1,1.0,1,1,1.0,1,1,1.0,1
87,Offering High Quality Reference Service on the Web,0,0,30,2000,https://openalex.org/W2002425574,1,2,2.0,2,3,3.0,3,7,7.0,7
88,ASHs,0,0,43,1996,https://openalex.org/W2168583464,3,3,2.3333333333333335,3,7,4.666666666666667,7,21,10.666666666666666,15
89,An Improved De-Noising Algorithm for Highly Corrupted Color Videos Using FPGA Based Impulse Noise Detection and Correction Techniques,1,1,3,2015,https://openalex.org/W1984420524,3,3,1.6666666666666667,2,5,2.6666666666666665,4,10,4.333333333333333,8
90,Revealing the Main Determinants of Employee Job Satisfaction in Jordanian Hospitals. An Empirical Analysis based on McCloskey/Mueller Satisfaction Scale,0,0,2,2016,https://openalex.org/W2527961634,2,3,2.0,3,3,2.0,3,5,3.0,5
91,Research on the Recognition of Car Models Based on Deep-learning Networks,0,0,2,2017,https://openalex.org/W2787762567,4,4,3.25,4,16,8.75,11,52,18.0,21
92,A novel wide-band audio transmission scheme over the Internet with a smooth quality degradation,1,1,6,2000,https://openalex.org/W2018997273,2,2,1.5,2,4,2.5,4,9,5.5,9
93,Enhancing MAC performance of DCF protocol for IEEE 802.11 wireless LANs,1,1,4,2017,https://openalex.org/W2611654807,1,4,4.0,4,6,6.0,6,16,16.0,16
94,What flowers can bloom in a green open access landscape? Imagining a future with BitViews.,1,1,0,2020,https://openalex.org/W3049196639,1,4,4.0,4,10,10.0,10,17,17.0,17
95,Data gathering and personalized broadcasting in radio grids with interference,3,7,3,2015,https://openalex.org/W2002077709,5,4,2.6,4,18,7.0,9,50,14.8,20
